LINK,WORD,LANGUAGE
podlasiak/common_voice_pl_20611472.opus,podlasiak,pl
podlasiak/common_voice_pl_20680577.opus,podlasiak,pl
podlasiak/common_voice_pl_20680832.opus,podlasiak,pl
podlasiak/common_voice_pl_20700462.opus,podlasiak,pl
podlasiak/common_voice_pl_20628865.opus,podlasiak,pl
podlasiak/common_voice_pl_20803632.opus,podlasiak,pl
podlasiak/common_voice_pl_20676170.opus,podlasiak,pl
podlasiak/common_voice_pl_20621543.opus,podlasiak,pl
podlasiak/common_voice_pl_20689258.opus,podlasiak,pl
podlasiak/common_voice_pl_20648924.opus,podlasiak,pl
podlasiak/common_voice_pl_20635585.opus,podlasiak,pl
podlasiak/common_voice_pl_20710490.opus,podlasiak,pl
podlasiak/common_voice_pl_20659307.opus,podlasiak,pl
podlasiak/common_voice_pl_20622402.opus,podlasiak,pl
podlasiak/common_voice_pl_20660922.opus,podlasiak,pl
podlasiak/common_voice_pl_20736621.opus,podlasiak,pl
podlasiak/common_voice_pl_20765734.opus,podlasiak,pl
podlasiak/common_voice_pl_20607956.opus,podlasiak,pl
podlasiak/common_voice_pl_20640746.opus,podlasiak,pl
podlasiak/common_voice_pl_20701184.opus,podlasiak,pl
podlasiak/common_voice_pl_20697205.opus,podlasiak,pl
podlasiak/common_voice_pl_20666878.opus,podlasiak,pl
podlasiak/common_voice_pl_20700246.opus,podlasiak,pl
podlasiak/common_voice_pl_20610128.opus,podlasiak,pl
podlasiak/common_voice_pl_20558765.opus,podlasiak,pl
podlasiak/common_voice_pl_20604677.opus,podlasiak,pl
podlasiak/common_voice_pl_20603208.opus,podlasiak,pl
podlasiak/common_voice_pl_20719191.opus,podlasiak,pl
podlasiak/common_voice_pl_20718609.opus,podlasiak,pl
podlasiak/common_voice_pl_20642833.opus,podlasiak,pl
podlasiak/common_voice_pl_20690904.opus,podlasiak,pl
podlasiak/common_voice_pl_20780923.opus,podlasiak,pl
podlasiak/common_voice_pl_20944925.opus,podlasiak,pl
podlasiak/common_voice_pl_20697625.opus,podlasiak,pl
podlasiak/common_voice_pl_20758888.opus,podlasiak,pl
podlasiak/common_voice_pl_20633930.opus,podlasiak,pl
podlasiak/common_voice_pl_20632896.opus,podlasiak,pl
podlasiak/common_voice_pl_20725671.opus,podlasiak,pl
podlasiak/common_voice_pl_20648792.opus,podlasiak,pl
podlasiak/common_voice_pl_20630681.opus,podlasiak,pl
podlasiak/common_voice_pl_20605990.opus,podlasiak,pl
podlasiak/common_voice_pl_20667778.opus,podlasiak,pl
podlasiak/common_voice_pl_20614504.opus,podlasiak,pl
podlasiak/common_voice_pl_20614559.opus,podlasiak,pl
podlasiak/common_voice_pl_20614598.opus,podlasiak,pl
podlasiak/common_voice_pl_20678276.opus,podlasiak,pl
podlasiak/common_voice_pl_20797791.opus,podlasiak,pl
podlasiak/common_voice_pl_20617788.opus,podlasiak,pl
podlasiak/common_voice_pl_20612827.opus,podlasiak,pl
podlasiak/common_voice_pl_20649080.opus,podlasiak,pl
podlasiak/common_voice_pl_20698013.opus,podlasiak,pl
podlasiak/common_voice_pl_20646677.opus,podlasiak,pl
podlasiak/common_voice_pl_20739510.opus,podlasiak,pl
podlasiak/common_voice_pl_20618807.opus,podlasiak,pl
podlasiak/common_voice_pl_20633114.opus,podlasiak,pl
podlasiak/common_voice_pl_20641134.opus,podlasiak,pl
podlasiak/common_voice_pl_20641815.opus,podlasiak,pl
podlasiak/common_voice_pl_20623688.opus,podlasiak,pl
podlasiak/common_voice_pl_20610075.opus,podlasiak,pl
podlasiak/common_voice_pl_20633770.opus,podlasiak,pl
podlasiak/common_voice_pl_20644563.opus,podlasiak,pl
podlasiak/common_voice_pl_20642551.opus,podlasiak,pl
podlasiak/common_voice_pl_20666220.opus,podlasiak,pl
podlasiak/common_voice_pl_20705782.opus,podlasiak,pl
podlasiak/common_voice_pl_20642390.opus,podlasiak,pl
podlasiak/common_voice_pl_20745502.opus,podlasiak,pl
podlasiak/common_voice_pl_20642420.opus,podlasiak,pl
podlasiak/common_voice_pl_20645981.opus,podlasiak,pl
podlasiak/common_voice_pl_20614660.opus,podlasiak,pl
podlasiak/common_voice_pl_20726951.opus,podlasiak,pl
podlasiak/common_voice_pl_20650605.opus,podlasiak,pl
podlasiak/common_voice_pl_20630415.opus,podlasiak,pl
podlasiak/common_voice_pl_20812101.opus,podlasiak,pl
podlasiak/common_voice_pl_20644031.opus,podlasiak,pl
podlasiak/common_voice_pl_20774800.opus,podlasiak,pl
podlasiak/common_voice_pl_20963591.opus,podlasiak,pl
podlasiak/common_voice_pl_20680761.opus,podlasiak,pl
podlasiak/common_voice_pl_20615424.opus,podlasiak,pl
podlasiak/common_voice_pl_20638861.opus,podlasiak,pl
podlasiak/common_voice_pl_20607345.opus,podlasiak,pl
podlasiak/common_voice_pl_20643465.opus,podlasiak,pl
podlasiak/common_voice_pl_20637194.opus,podlasiak,pl
podlasiak/common_voice_pl_20637368.opus,podlasiak,pl
podlasiak/common_voice_pl_20642423.opus,podlasiak,pl
podlasiak/common_voice_pl_20697737.opus,podlasiak,pl
podlasiak/common_voice_pl_20604670.opus,podlasiak,pl
podlasiak/common_voice_pl_20666155.opus,podlasiak,pl
podlasiak/common_voice_pl_20770718.opus,podlasiak,pl
podlasiak/common_voice_pl_20770947.opus,podlasiak,pl
podlasiak/common_voice_pl_20611073.opus,podlasiak,pl
podlasiak/common_voice_pl_20719366.opus,podlasiak,pl
podlasiak/common_voice_pl_20678412.opus,podlasiak,pl
podlasiak/common_voice_pl_20617091.opus,podlasiak,pl
podlasiak/common_voice_pl_20767899.opus,podlasiak,pl
podlasiak/common_voice_pl_20701040.opus,podlasiak,pl
podlasiak/common_voice_pl_20667635.opus,podlasiak,pl
podlasiak/common_voice_pl_20614212.opus,podlasiak,pl
podlasiak/common_voice_pl_20678373.opus,podlasiak,pl
podlasiak/common_voice_pl_20672711.opus,podlasiak,pl
podlasiak/common_voice_pl_20738083.opus,podlasiak,pl
podlasiak/common_voice_pl_20632040.opus,podlasiak,pl
podlasiak/common_voice_pl_20669220.opus,podlasiak,pl
podlasiak/common_voice_pl_20633179.opus,podlasiak,pl
podlasiak/common_voice_pl_20621866.opus,podlasiak,pl
podlasiak/common_voice_pl_20757216.opus,podlasiak,pl
podlasiak/common_voice_pl_20603805.opus,podlasiak,pl
podlasiak/common_voice_pl_20964312.opus,podlasiak,pl
podlasiak/common_voice_pl_20706853.opus,podlasiak,pl
podlasiak/common_voice_pl_20747609.opus,podlasiak,pl
podlasiak/common_voice_pl_20646789.opus,podlasiak,pl
podlasiak/common_voice_pl_20605014.opus,podlasiak,pl
podlasiak/common_voice_pl_20690863.opus,podlasiak,pl
podlasiak/common_voice_pl_20620452.opus,podlasiak,pl
podlasiak/common_voice_pl_20689177.opus,podlasiak,pl
podlasiak/common_voice_pl_20605122.opus,podlasiak,pl
podlasiak/common_voice_pl_20621521.opus,podlasiak,pl
podlasiak/common_voice_pl_20643508.opus,podlasiak,pl
podlasiak/common_voice_pl_20717689.opus,podlasiak,pl
podlasiak/common_voice_pl_20775766.opus,podlasiak,pl
podlasiak/common_voice_pl_20624228.opus,podlasiak,pl
podlasiak/common_voice_pl_20636918.opus,podlasiak,pl
podlasiak/common_voice_pl_20807890.opus,podlasiak,pl
podlasiak/common_voice_pl_20727041.opus,podlasiak,pl
podlasiak/common_voice_pl_20635085.opus,podlasiak,pl
podlasiak/common_voice_pl_20627625.opus,podlasiak,pl
podlasiak/common_voice_pl_20554738.opus,podlasiak,pl
podlasiak/common_voice_pl_20657218.opus,podlasiak,pl
podlasiak/common_voice_pl_20655696.opus,podlasiak,pl
podlasiak/common_voice_pl_20625246.opus,podlasiak,pl
podlasiak/common_voice_pl_20625131.opus,podlasiak,pl
podlasiak/common_voice_pl_20727411.opus,podlasiak,pl
podlasiak/common_voice_pl_20701735.opus,podlasiak,pl
podlasiak/common_voice_pl_20776718.opus,podlasiak,pl
podlasiak/common_voice_pl_20606531.opus,podlasiak,pl
podlasiak/common_voice_pl_20641176.opus,podlasiak,pl
podlasiak/common_voice_pl_20771122.opus,podlasiak,pl
podlasiak/common_voice_pl_20669138.opus,podlasiak,pl
podlasiak/common_voice_pl_20771471.opus,podlasiak,pl
podlasiak/common_voice_pl_20634263.opus,podlasiak,pl
podlasiak/common_voice_pl_20646211.opus,podlasiak,pl
podlasiak/common_voice_pl_20674377.opus,podlasiak,pl
podlasiak/common_voice_pl_20760303.opus,podlasiak,pl
podlasiak/common_voice_pl_20611737.opus,podlasiak,pl
podlasiak/common_voice_pl_20672899.opus,podlasiak,pl
podlasiak/common_voice_pl_20611200.opus,podlasiak,pl
podlasiak/common_voice_pl_20773514.opus,podlasiak,pl
podlasiak/common_voice_pl_20640336.opus,podlasiak,pl
podlasiak/common_voice_pl_20693922.opus,podlasiak,pl
podlasiak/common_voice_pl_20616254.opus,podlasiak,pl
podlasiak/common_voice_pl_20651870.opus,podlasiak,pl
podlasiak/common_voice_pl_20558920.opus,podlasiak,pl
podlasiak/common_voice_pl_20608355.opus,podlasiak,pl
podlasiak/common_voice_pl_20781136.opus,podlasiak,pl
podlasiak/common_voice_pl_20721572.opus,podlasiak,pl
podlasiak/common_voice_pl_20771241.opus,podlasiak,pl
podlasiak/common_voice_pl_20650275.opus,podlasiak,pl
podlasiak/common_voice_pl_20770801.opus,podlasiak,pl
podlasiak/common_voice_pl_20684287.opus,podlasiak,pl
podlasiak/common_voice_pl_20638563.opus,podlasiak,pl
podlasiak/common_voice_pl_20678170.opus,podlasiak,pl
podlasiak/common_voice_pl_20614122.opus,podlasiak,pl
podlasiak/common_voice_pl_20678900.opus,podlasiak,pl
podlasiak/common_voice_pl_20690990.opus,podlasiak,pl
zupełnie/common_voice_pl_20712186.opus,zupełnie,pl
zupełnie/common_voice_pl_20672751.opus,zupełnie,pl
zupełnie/common_voice_pl_20651564.opus,zupełnie,pl
zupełnie/common_voice_pl_21152084.opus,zupełnie,pl
zupełnie/common_voice_pl_20672045.opus,zupełnie,pl
zupełnie/common_voice_pl_22016227.opus,zupełnie,pl
zupełnie/common_voice_pl_20615898.opus,zupełnie,pl
zupełnie/common_voice_pl_20614713.opus,zupełnie,pl
zupełnie/common_voice_pl_20655985.opus,zupełnie,pl
zupełnie/common_voice_pl_20674928.opus,zupełnie,pl
zupełnie/common_voice_pl_22087895.opus,zupełnie,pl
zupełnie/common_voice_pl_21935959.opus,zupełnie,pl
zupełnie/common_voice_pl_21741739.opus,zupełnie,pl
zupełnie/common_voice_pl_20841074.opus,zupełnie,pl
zupełnie/common_voice_pl_20618668.opus,zupełnie,pl
zupełnie/common_voice_pl_21704793.opus,zupełnie,pl
zupełnie/common_voice_pl_21381356.opus,zupełnie,pl
zupełnie/common_voice_pl_20959667.opus,zupełnie,pl
zupełnie/common_voice_pl_20609272.opus,zupełnie,pl
zupełnie/common_voice_pl_20870651.opus,zupełnie,pl
zupełnie/common_voice_pl_20611065.opus,zupełnie,pl
zupełnie/common_voice_pl_20697003.opus,zupełnie,pl
zupełnie/common_voice_pl_21370387.opus,zupełnie,pl
zupełnie/common_voice_pl_20801368.opus,zupełnie,pl
zupełnie/common_voice_pl_21741802.opus,zupełnie,pl
zupełnie/common_voice_pl_20638501.opus,zupełnie,pl
zupełnie/common_voice_pl_20671720.opus,zupełnie,pl
zupełnie/common_voice_pl_20633767.opus,zupełnie,pl
zupełnie/common_voice_pl_20757293.opus,zupełnie,pl
zupełnie/common_voice_pl_21025615.opus,zupełnie,pl
zupełnie/common_voice_pl_20651560.opus,zupełnie,pl
zupełnie/common_voice_pl_20744971.opus,zupełnie,pl
zupełnie/common_voice_pl_20950966.opus,zupełnie,pl
zupełnie/common_voice_pl_20641398.opus,zupełnie,pl
zupełnie/common_voice_pl_20928706.opus,zupełnie,pl
zupełnie/common_voice_pl_21650697.opus,zupełnie,pl
zupełnie/common_voice_pl_20616401.opus,zupełnie,pl
zupełnie/common_voice_pl_20932773.opus,zupełnie,pl
zupełnie/common_voice_pl_20612456.opus,zupełnie,pl
zupełnie/common_voice_pl_21381279.opus,zupełnie,pl
zupełnie/common_voice_pl_20558677.opus,zupełnie,pl
zupełnie/common_voice_pl_20641285.opus,zupełnie,pl
zupełnie/common_voice_pl_21301330.opus,zupełnie,pl
zupełnie/common_voice_pl_20700652.opus,zupełnie,pl
zupełnie/common_voice_pl_21635947.opus,zupełnie,pl
zupełnie/common_voice_pl_20660545.opus,zupełnie,pl
zupełnie/common_voice_pl_20608122.opus,zupełnie,pl
zupełnie/common_voice_pl_21880346.opus,zupełnie,pl
zupełnie/common_voice_pl_21734548.opus,zupełnie,pl
zupełnie/common_voice_pl_20886468.opus,zupełnie,pl
zupełnie/common_voice_pl_20773700.opus,zupełnie,pl
zupełnie/common_voice_pl_20853206.opus,zupełnie,pl
zupełnie/common_voice_pl_20689459.opus,zupełnie,pl
zupełnie/common_voice_pl_20921566.opus,zupełnie,pl
zupełnie/common_voice_pl_20636915.opus,zupełnie,pl
zupełnie/common_voice_pl_20779561.opus,zupełnie,pl
zupełnie/common_voice_pl_20716411.opus,zupełnie,pl
zupełnie/common_voice_pl_20837318.opus,zupełnie,pl
zupełnie/common_voice_pl_20650654.opus,zupełnie,pl
zupełnie/common_voice_pl_20775366.opus,zupełnie,pl
zupełnie/common_voice_pl_20646618.opus,zupełnie,pl
zupełnie/common_voice_pl_20669122.opus,zupełnie,pl
zupełnie/common_voice_pl_21691721.opus,zupełnie,pl
zupełnie/common_voice_pl_20636229.opus,zupełnie,pl
zupełnie/common_voice_pl_20932601.opus,zupełnie,pl
zupełnie/common_voice_pl_20645935.opus,zupełnie,pl
zupełnie/common_voice_pl_20653202.opus,zupełnie,pl
zupełnie/common_voice_pl_20663403.opus,zupełnie,pl
zupełnie/common_voice_pl_20646376.opus,zupełnie,pl
zupełnie/common_voice_pl_20686419.opus,zupełnie,pl
zupełnie/common_voice_pl_20662022.opus,zupełnie,pl
zupełnie/common_voice_pl_21753010.opus,zupełnie,pl
zupełnie/common_voice_pl_20911977.opus,zupełnie,pl
zupełnie/common_voice_pl_20620972.opus,zupełnie,pl
zupełnie/common_voice_pl_20611719.opus,zupełnie,pl
zupełnie/common_voice_pl_21657724.opus,zupełnie,pl
zupełnie/common_voice_pl_20622909.opus,zupełnie,pl
zupełnie/common_voice_pl_21704799.opus,zupełnie,pl
zupełnie/common_voice_pl_20880996.opus,zupełnie,pl
zupełnie/common_voice_pl_20663771.opus,zupełnie,pl
zupełnie/common_voice_pl_20888589.opus,zupełnie,pl
zupełnie/common_voice_pl_20641239.opus,zupełnie,pl
zupełnie/common_voice_pl_21661133.opus,zupełnie,pl
zupełnie/common_voice_pl_20638501__2.opus,zupełnie,pl
zupełnie/common_voice_pl_20643676.opus,zupełnie,pl
zupełnie/common_voice_pl_20810391__2.opus,zupełnie,pl
zupełnie/common_voice_pl_20862081.opus,zupełnie,pl
zupełnie/common_voice_pl_20797411.opus,zupełnie,pl
zupełnie/common_voice_pl_20906333.opus,zupełnie,pl
zupełnie/common_voice_pl_20681162.opus,zupełnie,pl
zupełnie/common_voice_pl_20698527.opus,zupełnie,pl
zupełnie/common_voice_pl_20776333.opus,zupełnie,pl
zupełnie/common_voice_pl_20747598.opus,zupełnie,pl
zupełnie/common_voice_pl_21655229.opus,zupełnie,pl
zupełnie/common_voice_pl_20605208.opus,zupełnie,pl
zupełnie/common_voice_pl_20737596__2.opus,zupełnie,pl
zupełnie/common_voice_pl_20610154.opus,zupełnie,pl
zupełnie/common_voice_pl_20928969.opus,zupełnie,pl
zupełnie/common_voice_pl_20894487.opus,zupełnie,pl
zupełnie/common_voice_pl_20678883.opus,zupełnie,pl
zupełnie/common_voice_pl_20908314.opus,zupełnie,pl
zupełnie/common_voice_pl_20648636.opus,zupełnie,pl
zupełnie/common_voice_pl_20710186.opus,zupełnie,pl
zupełnie/common_voice_pl_21890586.opus,zupełnie,pl
zupełnie/common_voice_pl_20774137.opus,zupełnie,pl
zupełnie/common_voice_pl_22016014.opus,zupełnie,pl
zupełnie/common_voice_pl_20641167.opus,zupełnie,pl
zupełnie/common_voice_pl_20614867.opus,zupełnie,pl
zupełnie/common_voice_pl_20619175.opus,zupełnie,pl
zupełnie/common_voice_pl_20680544.opus,zupełnie,pl
zupełnie/common_voice_pl_21643794.opus,zupełnie,pl
zupełnie/common_voice_pl_21591594.opus,zupełnie,pl
zupełnie/common_voice_pl_21396093.opus,zupełnie,pl
zupełnie/common_voice_pl_20709474.opus,zupełnie,pl
zupełnie/common_voice_pl_20868336.opus,zupełnie,pl
zupełnie/common_voice_pl_20622320.opus,zupełnie,pl
zupełnie/common_voice_pl_20653342.opus,zupełnie,pl
zupełnie/common_voice_pl_20912164.opus,zupełnie,pl
zupełnie/common_voice_pl_20625704.opus,zupełnie,pl
zupełnie/common_voice_pl_20722654.opus,zupełnie,pl
zupełnie/common_voice_pl_20686781.opus,zupełnie,pl
zupełnie/common_voice_pl_20660019.opus,zupełnie,pl
zupełnie/common_voice_pl_20749212.opus,zupełnie,pl
zupełnie/common_voice_pl_20614797.opus,zupełnie,pl
zupełnie/common_voice_pl_20604777__2.opus,zupełnie,pl
zupełnie/common_voice_pl_20617991.opus,zupełnie,pl
zupełnie/common_voice_pl_20625461.opus,zupełnie,pl
zupełnie/common_voice_pl_20618623.opus,zupełnie,pl
zupełnie/common_voice_pl_20625415.opus,zupełnie,pl
zupełnie/common_voice_pl_20745619.opus,zupełnie,pl
zupełnie/common_voice_pl_20660857.opus,zupełnie,pl
zupełnie/common_voice_pl_20626066.opus,zupełnie,pl
zupełnie/common_voice_pl_20810391.opus,zupełnie,pl
zupełnie/common_voice_pl_20786414.opus,zupełnie,pl
zupełnie/common_voice_pl_20613085.opus,zupełnie,pl
zupełnie/common_voice_pl_20634123.opus,zupełnie,pl
zupełnie/common_voice_pl_20652828.opus,zupełnie,pl
zupełnie/common_voice_pl_20730726.opus,zupełnie,pl
zupełnie/common_voice_pl_20810383.opus,zupełnie,pl
zupełnie/common_voice_pl_20621627.opus,zupełnie,pl
zupełnie/common_voice_pl_20959833.opus,zupełnie,pl
zupełnie/common_voice_pl_20906336.opus,zupełnie,pl
zupełnie/common_voice_pl_20615623.opus,zupełnie,pl
zupełnie/common_voice_pl_20762137.opus,zupełnie,pl
zupełnie/common_voice_pl_21464229.opus,zupełnie,pl
zupełnie/common_voice_pl_20913202.opus,zupełnie,pl
zupełnie/common_voice_pl_20638753.opus,zupełnie,pl
zupełnie/common_voice_pl_20633537.opus,zupełnie,pl
zupełnie/common_voice_pl_20614459.opus,zupełnie,pl
zupełnie/common_voice_pl_21924568.opus,zupełnie,pl
zupełnie/common_voice_pl_20699688.opus,zupełnie,pl
zupełnie/common_voice_pl_20661018.opus,zupełnie,pl
zupełnie/common_voice_pl_20670106.opus,zupełnie,pl
zupełnie/common_voice_pl_20698515.opus,zupełnie,pl
zupełnie/common_voice_pl_20624167.opus,zupełnie,pl
zupełnie/common_voice_pl_20760528.opus,zupełnie,pl
zupełnie/common_voice_pl_20669859.opus,zupełnie,pl
zupełnie/common_voice_pl_20862330__2.opus,zupełnie,pl
zupełnie/common_voice_pl_21154607.opus,zupełnie,pl
zupełnie/common_voice_pl_20910561.opus,zupełnie,pl
zupełnie/common_voice_pl_20635624.opus,zupełnie,pl
zupełnie/common_voice_pl_20558710.opus,zupełnie,pl
zupełnie/common_voice_pl_20647826.opus,zupełnie,pl
zupełnie/common_voice_pl_21658760.opus,zupełnie,pl
zupełnie/common_voice_pl_21650601.opus,zupełnie,pl
zupełnie/common_voice_pl_20714894.opus,zupełnie,pl
zupełnie/common_voice_pl_20698917.opus,zupełnie,pl
zupełnie/common_voice_pl_20912071.opus,zupełnie,pl
zupełnie/common_voice_pl_20769540.opus,zupełnie,pl
zupełnie/common_voice_pl_20812385.opus,zupełnie,pl
zupełnie/common_voice_pl_20653815.opus,zupełnie,pl
zupełnie/common_voice_pl_20604152.opus,zupełnie,pl
zupełnie/common_voice_pl_21644960.opus,zupełnie,pl
zupełnie/common_voice_pl_20651486.opus,zupełnie,pl
zupełnie/common_voice_pl_20710641.opus,zupełnie,pl
zupełnie/common_voice_pl_20609703.opus,zupełnie,pl
zupełnie/common_voice_pl_20686557.opus,zupełnie,pl
zupełnie/common_voice_pl_20607935.opus,zupełnie,pl
zupełnie/common_voice_pl_20635028.opus,zupełnie,pl
zupełnie/common_voice_pl_21084410.opus,zupełnie,pl
zupełnie/common_voice_pl_21636178.opus,zupełnie,pl
zupełnie/common_voice_pl_21460278.opus,zupełnie,pl
zupełnie/common_voice_pl_20608630.opus,zupełnie,pl
zupełnie/common_voice_pl_21381282.opus,zupełnie,pl
zupełnie/common_voice_pl_20707624.opus,zupełnie,pl
zupełnie/common_voice_pl_20840527.opus,zupełnie,pl
zupełnie/common_voice_pl_20608048.opus,zupełnie,pl
zupełnie/common_voice_pl_22015605.opus,zupełnie,pl
zupełnie/common_voice_pl_20604777.opus,zupełnie,pl
zupełnie/common_voice_pl_21460671.opus,zupełnie,pl
zupełnie/common_voice_pl_21460743.opus,zupełnie,pl
zupełnie/common_voice_pl_21704163.opus,zupełnie,pl
zupełnie/common_voice_pl_20910318.opus,zupełnie,pl
zupełnie/common_voice_pl_22109786.opus,zupełnie,pl
zupełnie/common_voice_pl_20738421.opus,zupełnie,pl
zupełnie/common_voice_pl_20918740.opus,zupełnie,pl
zupełnie/common_voice_pl_21704218.opus,zupełnie,pl
zupełnie/common_voice_pl_20676796.opus,zupełnie,pl
zupełnie/common_voice_pl_21591495.opus,zupełnie,pl
zupełnie/common_voice_pl_20643770.opus,zupełnie,pl
odpowiedział/common_voice_pl_20633153.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20775307.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20624538.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20633701.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20615084.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20676115.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20620798.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21659109.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21741801.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20649008.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20681023.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20651315.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20683990.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20618450.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20790709.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20671011.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21639990.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20660698.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20617023.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20645353.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20618625.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20648088.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20604227.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20775552.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20681029.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20613903.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20724639.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20691014.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20617047.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20608780.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20701654.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20888756.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20732292.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20690262.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20664011.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20673179.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20610199.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20750848.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20656044.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20605581.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20607824.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20660028.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20616664.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20639963.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20812130.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20672943.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20626070.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20604220.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20610499.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20806505.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20710490.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21741692.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20634428.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20716412.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20618493.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20606560.opus,odpowiedział,pl
odpowiedział/common_voice_pl_21643479.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20747216.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20618743.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20626729.opus,odpowiedział,pl
odpowiedział/common_voice_pl_20700312.opus,odpowiedział,pl
